date,       link,                  time, program,   solver,             puzzle, format
2025-06-14, ZmUTz7Vbkcg,       4m 22.66s, HSC,      voytxt,             3x3x3x3, single
2025-09-01, MmbGSEDA4-g,  10h 58m 21.59s, MC7D+MKB, cubedude,       3x3x3x3x3x3, single
2025-09-02, jGPPXNk6vSk,      55m 29.21s, MC7D-KB,  cubedude,         3x3x3x3x3, single
2025-09-04, DlwQFjM-2P8,      14m 58.94s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-05, F9HQmsFFVo8,      26m 33.62s, MC7D-KB,  bilal,            2x2x2x2x2, single
2025-09-05, U-T2Qiual-o,      20m 29.88s, MC7D-KB,  rowan,            2x2x2x2x2, single
2025-09-05, ClFsYRW1cww,      16m 38.98s, MC7D-KB,  rowan,            2x2x2x2x2, single
2025-09-05, kimSAtdENmk,      14m 04.78s, MC7D-KB,  rowan,            2x2x2x2x2, single
2025-09-05, aBiiigIcEro,      14m 59.47s, MC7D-KB,  bilal,            2x2x2x2x2, single
2025-09-06, 2KmiDtKk4ks,   1h 27m 51.43s, MC7D-KB,  rowan,            3x3x3x3x3, single
2025-09-08, YWB5TAPDdWo,       7m 42.72s, MC7D-KB,  rowan,            2x2x2x2x2, single
2025-09-09, ntUSvbaPMac,      58m 47.79s, MC7D-KB,  rowan,            3x3x3x3x3, single
2025-09-09, v5K0IHSFyYg,       9m 50.06s, MC7D-KB,  bilal,            2x2x2x2x2, single
2025-09-10, 751ifUpCf88,       1m 44.48s, HSC,      josie,              3x3x3x3, ao5
2025-09-11, Gfqq_Fg7-Sc,       7m 20.42s, HSC,      emca,               3x3x3x3, single
2025-09-11, C07GTERok8Q,       6m 22.83s, MC7D-KB,  bilal,            2x2x2x2x2, single
2025-09-12, 3gZsDZdKpdM,       5m 31.96s, MC7D-KB,  bilal,            2x2x2x2x2, single
2025-09-05, FgdFCUylph0,      10m 02.97s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-05, c39eEyeY4E4,       7m 38.64s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-06, 6FNIDAJmmGA,       7m 28.08s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-06, BfIwWYx4DYE,       5m 54.08s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-06, ldKA6fb-c_c,       5m 33.77s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-07, pWyE1_GHGwQ,       5m 31.92s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-07, 8M1TLl3KU3c,       5m 30.45s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-07, Z08XfGLqBxc,       5m 28.30s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-07, -R-w9Nk9z_Q,       4m 56.93s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-09, RXCT-TgHMGM,       4m 35.11s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-11, eOwWpqthrhg,       4m 17.07s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-09-11, caeXczKxCLw,       4m 06.77s, MC7D-KB,  cubedude,         2x2x2x2x2, single
2025-08-29, vAROn497b4s,          54.92s, MPU,      nenri,              1x3x3x3, single
2025-09-08, 0uOheqacJXg,      32m 37.64s, MC7D-KB,  cubedude,         3x3x3x3x3, single
2025-09-16, Rc6ClykAsuA,      46m 48.49s, MC7D-KB,  nenri,            3x3x3x3x3, single
2025-09-16, U1RJfI5w7Sw,      31m 23.74s, MC7D-KB,  cubedude,         3x3x3x3x3, single
2025-09-17, dIfJTUw3SYU,       6m 08.10s, HSC,      emca,               3x3x3x3, single
